,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,11194.4,10882.4,-39.5,853.5,478.5,-1023.9,15.7,-1039.5
Mar-2020,10001.8,10675.7,-942.8,984.1,557.0,-4785.8,85.2,-4871.1
Jun-2020,2821.2,3549.9,-863.0,859.9,552.8,-2190.3,0.4,-2190.6
Sep-2020,9910.1,9531.2,136.9,909.9,634.7,-1212.0,0.4,-1212.5
Dec-2020,14837.2,13775.6,855.0,947.6,656.2,-600.5,37.5,-638.0
Mar-2021,20305.9,18582.2,1463.7,964.2,614.9,1690.3,44.6,1645.7
Jun-2021,12150.0,11858.8,45.4,959.4,621.1,-1314.2,6.6,-1320.7
Sep-2021,11197.3,10772.4,223.6,432.7,530.9,-571.9,3.8,-659.3
Dec-2021,12491.5,12085.4,267.4,452.1,535.5,-581.6,53.8,175.8
Mar-2022,17533.6,16271.4,1066.8,457.9,491.8,454.1,40.7,413.4
Jun-2022,15085.2,14271.7,602.8,423.0,528.8,-139.7,41.4,-181.0
