,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,762.4,310.8,72.8,0.0,293.1,117.9,23.9,94.1
Mar-2020,799.5,309.2,114.8,0.0,301.9,58.4,15.4,43.0
Jun-2020,751.0,291.9,112.4,0.0,317.0,73.7,16.0,57.7
Sep-2020,861.2,305.3,156.0,0.0,336.3,135.8,32.8,103.0
Dec-2020,1003.5,355.1,128.7,0.0,373.4,149.0,38.3,110.7
Mar-2021,996.7,377.1,71.5,0.0,369.8,152.9,40.0,112.9
Jun-2021,922.6,400.2,60.8,0.0,357.9,14.2,2.3,11.9
Sep-2021,991.4,437.0,46.8,0.0,359.7,56.8,15.6,41.2
Dec-2021,1035.0,450.2,90.6,0.0,360.1,146.3,38.2,108.1
Mar-2022,1044.0,416.7,135.8,0.0,343.4,160.7,41.2,119.5
Jun-2022,1073.6,445.6,135.0,0.0,359.8,126.6,29.6,97.0
