,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,232.0,160.7,13.2,24.0,36.6,10.7,-35.7,46.4
Mar-2020,224.1,159.6,8.2,24.7,41.8,4.4,-3.7,8.1
Jun-2020,154.1,111.2,-10.7,27.2,35.4,31.1,11.2,19.9
Sep-2020,207.6,138.2,14.9,27.6,36.1,5.7,1.6,4.2
Dec-2020,240.9,157.3,27.1,28.1,35.8,32.4,11.2,21.2
Mar-2021,222.2,198.3,-3.4,27.9,34.2,-45.1,-4.0,-41.1
Jun-2021,237.0,178.7,24.8,27.9,32.7,-2.3,-0.6,-1.7
Sep-2021,254.3,188.0,32.9,28.0,32.1,6.3,2.1,4.2
Dec-2021,263.0,189.6,38.3,28.2,31.6,13.6,5.0,8.6
Mar-2022,242.4,190.9,19.4,28.5,33.2,-26.5,-2.3,-24.2
Jun-2022,278.8,215.2,31.9,28.4,27.9,-5.1,2.6,-7.6
