,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,290.1,254.2,35.1,17.6,6.9,11.3,2.0,9.3
Mar-2020,272.5,238.7,33.3,18.2,7.8,7.8,2.4,5.4
Jun-2020,276.1,227.0,48.9,19.1,5.8,24.2,7.0,17.2
Sep-2020,328.2,267.5,60.2,18.6,5.9,36.2,11.1,25.1
Dec-2020,332.3,272.0,60.0,16.9,6.0,37.4,12.3,25.1
Mar-2021,306.8,250.3,54.6,18.5,4.5,33.5,8.5,24.9
Jun-2021,387.4,299.7,86.8,22.2,4.2,61.2,21.6,39.6
Sep-2021,387.6,300.3,86.3,19.5,3.1,64.8,23.2,41.6
Dec-2021,357.9,284.4,73.4,19.2,3.8,50.5,17.6,33.0
Mar-2022,409.2,328.4,80.5,18.0,3.0,59.7,19.3,40.4
Jun-2022,409.0,336.6,71.3,20.1,4.1,48.2,9.7,38.5
