,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,264.4,183.3,74.8,27.5,1.0,52.5,9.8,42.7
Jun-2020,253.4,189.7,57.9,40.9,0.7,22.1,5.9,16.2
Sep-2020,274.0,194.7,70.8,40.9,0.7,37.8,10.1,27.7
Dec-2020,400.7,269.7,125.1,37.6,-0.2,93.7,24.4,69.3
Mar-2021,437.6,356.0,73.5,40.0,0.7,41.0,13.8,27.2
Jun-2021,311.8,244.5,59.5,39.1,0.8,27.4,6.6,20.8
Sep-2021,369.8,238.9,109.5,40.1,0.7,90.1,23.3,66.8
Dec-2021,470.0,342.5,71.3,37.9,0.6,88.9,22.3,66.6
Mar-2022,476.3,359.0,96.2,43.0,1.1,73.1,19.0,54.1
Jun-2022,378.0,304.2,66.2,39.6,0.5,33.7,8.6,25.1
