,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,349.7,234.7,83.2,9.2,0.8,104.6,31.2,73.3
Mar-2020,373.5,304.2,26.9,9.3,1.0,59.0,0.5,58.5
Jun-2020,334.1,204.1,102.0,9.4,0.7,119.8,29.2,90.6
Sep-2020,394.3,266.4,109.1,9.6,0.8,117.5,26.4,91.1
Dec-2020,367.5,263.3,68.9,9.1,0.8,94.2,23.5,70.8
Mar-2021,333.6,274.2,37.3,9.5,1.0,48.9,7.0,42.0
Jun-2021,468.4,330.9,114.0,9.5,0.8,127.2,27.1,100.1
Sep-2021,426.9,324.1,72.1,9.4,0.7,92.6,19.0,73.6
Dec-2021,354.2,297.7,43.5,9.0,0.8,46.7,15.2,31.6
Mar-2022,348.2,319.4,17.2,9.2,0.7,19.0,4.6,14.4
Jun-2022,512.4,413.0,80.0,9.3,0.7,89.4,16.4,73.0
