,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1995.0,1771.0,208.0,28.0,42.0,178.0,41.0,137.0
Mar-2020,2310.0,2050.0,253.0,29.0,46.0,185.0,78.0,107.0
Jun-2020,1468.0,1303.0,156.0,29.0,35.0,101.0,32.0,69.0
Sep-2020,1919.0,1680.0,202.0,29.0,23.0,201.0,42.0,159.0
Dec-2020,2012.0,1786.0,207.0,29.0,23.0,328.0,71.0,257.0
Mar-2021,2351.0,2094.0,243.0,28.0,28.0,201.0,71.0,130.0
Jun-2021,1600.0,1424.0,162.0,26.0,34.0,116.0,40.0,76.0
Sep-2021,1639.0,1466.0,152.0,27.0,28.0,73.0,36.0,37.0
Dec-2021,1875.0,1680.0,168.0,26.0,32.0,399.0,84.0,315.0
Mar-2022,2029.0,1839.0,171.0,26.0,30.0,134.0,47.0,87.0
Jun-2022,1604.0,1412.0,130.0,25.0,28.0,139.0,26.0,113.0
