,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,564.4,497.9,61.4,34.3,11.8,20.3,6.8,13.5
Mar-2020,532.5,481.6,43.4,32.7,10.9,7.3,2.1,5.2
Jun-2020,287.2,333.0,-95.5,31.2,11.2,-88.3,-31.1,-57.2
Sep-2020,363.8,396.0,-45.9,31.0,11.1,-74.4,-26.2,-48.2
Dec-2020,496.8,456.2,34.6,31.2,10.7,-1.3,-0.5,-0.9
Mar-2021,582.7,499.8,75.7,29.4,10.5,43.0,15.4,27.6
Jun-2021,541.9,508.6,27.4,29.2,9.8,-5.6,-2.0,-3.7
Sep-2021,634.0,552.9,69.1,29.7,9.8,41.6,14.5,27.1
Dec-2021,639.9,550.7,83.0,29.6,9.5,50.1,17.6,32.5
Mar-2022,703.0,543.6,76.6,30.3,9.6,119.4,41.7,77.7
Jun-2022,700.1,594.7,99.7,30.6,9.4,65.5,22.9,42.6
