,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,282.1,15.5,263.6,0.0,0.0,263.6,13.4,250.2
Mar-2020,556.2,92.7,265.9,0.0,0.0,284.5,-27.2,311.7
Jun-2020,443.3,6.8,451.2,0.0,0.0,451.2,0.1,451.1
Sep-2020,354.8,21.8,326.2,0.0,0.0,326.2,0.1,326.1
Dec-2020,21269.5,20884.1,397.2,0.0,0.0,442.8,43.4,265.0
Mar-2021,19462.6,19278.8,-17.5,0.0,0.0,290.4,-174.9,317.9
Jun-2021,14863.6,14844.7,137.0,0.0,0.0,239.2,2.6,302.4
Sep-2021,20680.3,20477.9,92.3,0.0,0.0,251.8,15.7,274.2
Dec-2021,14401.3,14127.5,179.1,0.0,0.0,295.1,19.8,273.6
Mar-2022,16202.5,15669.4,160.7,0.0,0.0,528.8,118.9,357.5
Jun-2022,5930.8,5557.9,327.3,0.0,0.0,372.2,21.2,365.3
