,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,456.7,429.8,7.6,30.6,30.6,-34.4,-14.4,-20.0
Mar-2020,635.1,447.4,161.0,30.3,39.0,118.4,49.5,68.8
Jun-2020,508.2,502.6,-11.5,30.6,32.6,305.3,79.6,225.7
Sep-2020,746.6,520.6,8.9,30.8,22.6,172.5,41.1,131.4
Dec-2020,454.6,423.9,15.4,30.9,20.0,346.3,7.1,339.2
Mar-2021,700.3,406.6,157.7,27.7,17.4,234.3,65.7,168.6
Jun-2021,461.7,466.1,-16.4,28.1,11.5,-43.9,-10.8,-33.1
Sep-2021,555.1,439.9,-1.8,29.8,13.0,72.5,-0.7,73.2
Dec-2021,706.2,634.2,52.0,30.5,11.5,16.3,-2.0,18.3
Mar-2022,1049.1,740.2,182.1,31.7,10.2,267.1,41.9,225.1
Jun-2022,736.3,725.3,-3.6,32.9,7.9,14.4,1.2,13.1
