,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,382.1,327.6,36.9,22.6,16.4,15.5,1.9,13.7
Mar-2020,469.0,379.8,62.0,23.1,18.3,47.8,21.4,26.4
Jun-2020,424.7,379.0,30.3,23.8,15.8,6.1,2.0,4.2
Sep-2020,422.9,365.1,19.2,24.2,14.4,19.2,5.5,13.7
Dec-2020,437.3,367.7,53.4,25.2,17.1,27.4,6.9,20.5
Mar-2021,656.9,545.6,88.0,24.7,17.9,68.7,20.6,48.1
Jun-2021,517.5,500.6,8.2,26.6,18.1,-27.8,-6.6,-21.2
Sep-2021,597.4,528.0,47.0,27.1,18.0,24.3,5.8,18.5
Dec-2021,447.1,435.9,3.6,26.2,16.6,-31.7,-14.1,-17.6
Mar-2022,540.5,437.8,17.8,24.4,21.5,56.7,-143.8,200.5
Jun-2022,430.7,484.2,-61.0,24.3,26.0,-103.9,-37.6,-66.3
