,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,3839.7,3149.6,682.4,73.3,109.9,437.9,28.5,409.4
Mar-2020,1998.0,1751.8,217.3,72.0,113.3,163.4,-40.3,203.7
Jun-2020,3271.1,2627.5,591.2,70.8,96.9,475.9,161.9,314.0
Sep-2020,4039.1,3244.3,742.6,71.8,81.0,641.9,225.7,416.1
Dec-2020,3861.4,3074.1,798.5,71.7,52.5,663.0,211.4,451.6
Mar-2021,1607.3,1306.7,334.0,74.9,47.5,178.1,12.8,165.3
Jun-2021,3574.8,2957.9,581.6,73.3,30.4,513.1,171.0,342.2
Sep-2021,4495.9,3741.2,737.4,75.2,24.8,654.7,228.8,425.9
Dec-2021,4762.1,4161.0,582.4,76.2,24.1,500.9,175.4,325.4
Mar-2022,3331.6,2946.8,360.6,75.0,26.6,283.2,89.7,193.6
Jun-2022,7397.5,6697.4,593.8,76.1,48.1,576.0,169.5,406.5
