,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1088.7,934.4,136.9,6.4,8.7,139.1,-21.9,161.0
Mar-2020,1030.0,879.6,138.4,8.2,8.2,133.9,34.1,99.8
Jun-2020,731.9,614.4,98.8,8.0,10.8,98.8,25.1,73.7
Sep-2020,1215.0,1012.5,185.9,7.7,11.1,183.7,46.6,137.1
Dec-2020,1343.0,1128.0,195.2,6.9,10.6,197.6,50.2,147.4
Mar-2021,1535.6,1290.4,224.8,7.2,10.4,227.6,-18.9,246.5
Jun-2021,1065.8,923.4,122.8,7.6,10.1,124.8,31.7,93.1
Sep-2021,1413.2,1170.7,214.1,10.1,8.0,224.5,54.0,170.5
Dec-2021,1423.9,1208.5,201.6,10.2,6.7,198.6,50.4,148.1
Mar-2022,1550.1,1309.7,222.3,14.5,10.6,215.3,33.5,181.8
Jun-2022,1618.6,1414.4,193.7,12.3,20.6,171.3,43.7,127.5
