,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,894.7,796.8,38.8,109.3,67.4,-78.8,-24.6,-54.2
Mar-2020,1344.2,1092.9,220.7,106.9,72.8,5.1,-71.8,76.9
Jun-2020,1421.3,1094.5,316.1,98.4,69.0,159.4,37.5,122.0
Sep-2020,1315.3,1055.0,259.5,104.5,51.5,104.3,24.8,79.5
Dec-2020,867.6,774.9,62.7,103.0,55.8,-66.1,-14.2,-51.9
Mar-2021,1805.2,1480.0,319.2,105.1,44.8,175.3,50.0,125.2
Jun-2021,1994.5,1519.5,465.9,97.0,44.0,334.0,95.9,238.1
Sep-2021,1718.9,1381.4,329.2,99.8,32.5,205.2,59.3,145.9
Dec-2021,1134.5,1035.7,65.0,97.9,33.8,-33.0,-13.2,-19.8
Mar-2022,2204.4,1785.3,399.0,100.7,43.2,275.3,79.9,195.4
Jun-2022,4390.1,3263.0,1102.8,124.9,35.4,966.7,238.4,728.3
