,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,139.5,108.0,28.7,5.5,0.9,25.2,5.7,19.4
Mar-2020,114.7,93.2,20.1,5.6,0.9,14.9,4.9,10.0
Jun-2020,133.1,106.6,24.3,5.5,1.2,19.8,3.4,16.4
Sep-2020,156.4,117.4,36.7,5.7,1.8,31.5,6.4,25.1
Dec-2020,168.4,125.4,40.3,10.5,1.8,30.7,8.5,22.2
Mar-2021,190.8,137.7,52.3,7.2,1.9,43.9,12.4,31.5
Jun-2021,172.2,127.6,43.7,7.8,3.2,33.5,7.6,25.9
Sep-2021,207.2,154.9,51.0,8.5,4.7,39.0,9.8,29.2
Dec-2021,209.5,171.1,37.9,8.6,3.0,26.8,7.2,19.5
Mar-2022,229.7,189.3,39.2,8.6,4.1,27.7,7.4,20.4
Jun-2022,249.7,208.3,40.7,8.6,4.7,28.0,7.1,20.9
