,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1194.4,1062.5,128.7,61.5,80.6,-10.1,-4.8,-5.4
Mar-2020,1169.9,1084.5,67.5,64.2,92.4,-171.1,-60.0,-111.1
Jun-2020,760.3,601.3,155.7,60.0,73.0,26.1,9.1,17.0
Sep-2020,1075.5,835.0,234.7,60.1,70.5,109.8,38.4,71.4
Dec-2020,1162.9,945.1,215.2,60.5,68.5,88.8,26.8,62.0
Mar-2021,1461.4,1249.1,200.5,61.3,53.0,98.0,26.4,71.6
Jun-2021,1025.5,860.5,162.0,54.5,54.5,56.1,18.6,37.4
Sep-2021,1193.3,1056.6,133.6,56.4,51.1,29.3,7.3,22.0
Dec-2021,1114.2,1004.4,104.1,54.6,50.1,5.2,1.9,3.3
Mar-2022,1396.7,1330.5,61.5,54.3,48.3,-36.5,-12.8,-23.7
Jun-2022,1454.3,1415.5,30.8,52.2,58.6,-72.0,-148.1,76.1
