,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,291.5,175.7,21.9,22.4,7.9,85.5,3.9,81.6
Mar-2020,209.7,177.3,15.8,22.3,9.8,0.3,0.1,0.2
Jun-2020,135.4,129.8,0.8,24.7,8.4,-27.5,0.0,-27.5
Sep-2020,170.2,157.7,7.9,22.9,9.1,-19.5,-0.0,-19.5
Dec-2020,221.7,193.8,22.1,25.4,10.0,-7.5,0.0,-7.5
Mar-2021,240.8,223.4,11.0,22.0,8.9,-13.5,0.7,-14.2
Jun-2021,259.5,231.8,20.3,24.6,10.5,-7.4,0.0,-7.4
Sep-2021,291.9,241.4,37.1,24.9,10.2,15.4,0.0,15.4
Dec-2021,301.9,246.0,49.1,24.8,11.8,19.3,0.0,19.3
Mar-2022,345.3,246.8,44.0,24.5,11.4,62.6,-0.2,62.9
Jun-2022,336.8,271.9,55.8,24.0,11.0,29.9,0.0,29.9
