,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,224.0,155.9,68.1,6.4,3.9,58.0,21.9,36.1
Mar-2020,245.3,123.1,47.1,6.5,4.3,111.5,15.0,96.4
Jun-2020,176.3,140.9,35.0,6.6,4.5,24.2,7.4,16.8
Sep-2020,205.3,161.7,43.2,6.7,3.6,33.3,13.6,19.7
Dec-2020,189.1,148.3,40.3,6.8,3.3,30.7,8.9,21.8
Mar-2021,290.9,157.5,68.2,6.9,4.3,122.2,21.8,100.4
Jun-2021,222.4,175.8,46.2,7.6,4.0,35.0,10.5,24.4
Sep-2021,218.3,170.8,47.0,7.7,3.4,36.4,15.6,20.8
Dec-2021,261.6,218.3,42.3,7.7,3.2,32.3,16.0,16.3
Mar-2022,252.0,161.0,61.4,7.8,3.1,80.0,14.4,65.6
Jun-2022,334.2,277.5,56.3,7.9,3.9,44.9,14.1,30.8
