,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2098.8,2003.8,85.9,17.1,22.4,55.5,-7.4,62.9
Mar-2020,2186.2,2084.2,95.2,14.9,23.3,-462.4,45.5,-507.9
Jun-2020,1700.1,1642.9,53.1,14.7,23.5,7.7,7.6,0.1
Sep-2020,1782.6,1726.1,40.5,13.7,18.3,24.5,21.1,3.4
Dec-2020,1915.2,1867.7,39.4,12.6,11.5,23.4,21.6,1.8
Mar-2021,2115.9,2179.5,-65.8,11.5,10.2,-85.3,19.8,-105.1
Jun-2021,2143.7,2071.8,53.2,10.7,12.8,48.4,6.7,41.7
Sep-2021,2275.6,2272.2,1.7,10.1,12.1,-38.9,-2.6,-36.4
Dec-2021,2709.6,2579.7,57.4,13.7,11.9,104.4,17.8,86.5
Mar-2022,2761.2,2647.8,74.8,13.7,11.0,66.8,13.9,52.9
Jun-2022,2835.0,2764.8,67.5,13.3,10.6,46.3,-0.9,47.2
