,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,52.2,32.3,9.5,2.2,0.0,17.7,3.6,14.1
Mar-2020,54.8,26.4,18.9,2.4,0.0,26.0,5.0,21.0
Jun-2020,67.0,20.7,31.5,1.8,0.0,44.4,7.4,37.0
Sep-2020,79.1,27.6,42.6,2.0,0.0,49.5,11.5,38.1
Dec-2020,81.2,22.7,46.1,2.1,0.0,56.5,13.5,43.0
Mar-2021,85.0,27.7,51.7,1.4,0.0,55.9,14.0,42.0
Jun-2021,121.7,30.9,57.8,1.4,0.0,89.4,16.3,73.1
Sep-2021,127.9,34.0,77.9,2.7,0.0,91.2,22.8,68.4
Dec-2021,121.6,34.1,79.7,2.8,0.0,84.6,20.9,63.8
Mar-2022,109.0,33.6,66.8,3.2,0.0,72.2,13.7,58.5
Jun-2022,157.8,50.4,61.4,3.5,0.0,103.9,14.8,89.1
