,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Mar-2020,15.9,8.2,1.7,1.8,0.1,2.2,1.6,0.6
Jun-2020,16.3,6.9,3.5,1.5,0.0,7.9,0.7,7.2
Sep-2020,9.5,6.4,2.5,1.1,0.1,1.8,0.2,1.6
Dec-2020,8.6,7.7,-2.3,1.3,0.0,-2.3,0.1,-2.4
Mar-2021,7.6,10.0,-7.9,1.5,0.0,-8.2,-2.7,-5.5
Jun-2021,8.9,8.4,-7.0,1.1,0.0,-5.6,-0.8,-4.8
Sep-2021,7.3,16.6,-12.4,0.9,0.0,-10.2,-2.3,-7.9
Dec-2021,8.1,9.8,-3.5,1.2,0.0,-2.9,-0.5,-2.4
Mar-2022,8.6,8.6,-20.2,0.6,0.2,-15.9,2.8,-18.7
Jun-2022,8.7,7.9,-3.2,0.7,0.0,0.1,-0.4,0.5
