,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,809.9,762.7,46.1,8.8,8.3,30.1,8.0,22.2
Mar-2020,768.0,711.5,51.4,9.4,7.5,39.5,9.2,30.4
Jun-2020,466.0,450.0,15.8,8.1,5.6,2.4,0.6,1.8
Sep-2020,1473.2,1390.5,82.4,9.7,6.9,66.1,17.8,48.4
Dec-2020,1897.1,1803.7,93.3,10.0,7.5,76.0,18.7,57.3
Mar-2021,1840.7,1762.3,76.7,10.7,6.0,61.7,17.1,44.5
Jun-2021,1531.3,1488.9,42.0,11.3,6.9,24.1,5.9,18.2
Sep-2021,2195.5,2098.8,95.4,11.7,5.4,79.6,17.2,62.4
Dec-2021,2090.1,2021.2,68.3,12.3,8.3,48.4,13.0,35.3
Mar-2022,1670.1,1596.8,72.9,15.4,9.5,48.3,13.3,35.0
Jun-2022,1505.7,1434.2,69.7,12.1,7.3,52.1,12.9,39.2
