,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2762.2,2396.5,357.1,152.8,54.9,158.0,27.3,130.7
Mar-2020,2433.3,2080.2,349.8,173.9,74.1,105.2,-23.2,128.3
Jun-2020,1787.7,1581.9,190.5,171.4,102.8,-68.4,-14.8,-53.6
Sep-2020,2940.6,2361.9,548.3,174.3,101.8,297.7,81.5,216.2
Dec-2020,3441.2,2686.3,731.6,176.9,89.3,483.1,147.7,335.4
Mar-2021,3685.4,3069.0,560.6,190.7,85.5,339.6,114.8,224.8
Jun-2021,3257.8,2886.4,333.6,192.4,89.3,88.9,21.0,67.9
Sep-2021,3681.5,3273.5,376.2,195.1,89.6,122.7,33.1,89.7
Dec-2021,3810.7,3446.7,345.0,202.7,95.1,66.3,17.1,49.2
Mar-2022,4026.3,3612.0,376.1,233.8,108.1,72.5,18.2,54.3
Jun-2022,4465.1,4007.4,428.8,215.5,105.8,136.4,32.0,104.3
