,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,695.6,572.4,113.8,24.9,9.2,89.1,8.3,80.8
Mar-2020,724.8,639.6,78.2,25.9,7.1,52.1,11.8,40.3
Jun-2020,420.0,335.0,78.5,26.8,4.9,53.3,13.2,40.1
Sep-2020,852.4,672.5,170.2,26.2,4.6,149.1,38.7,110.3
Dec-2020,806.4,590.6,205.1,24.4,4.8,186.6,51.0,135.6
Mar-2021,913.0,692.4,209.4,20.5,4.2,195.9,49.3,146.6
Jun-2021,802.1,579.8,185.6,18.8,2.8,200.7,52.2,148.5
Sep-2021,1078.0,756.0,308.3,19.0,4.8,298.2,78.2,220.0
Dec-2021,1059.4,804.0,231.5,19.1,3.9,232.3,57.1,175.2
Mar-2022,1219.1,950.2,258.3,18.8,1.9,248.3,61.2,187.1
Jun-2022,1356.1,1030.2,282.8,19.6,5.3,300.9,76.8,224.1
