,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,585.9,450.1,94.8,14.0,1.1,120.7,30.7,90.0
Mar-2020,598.5,417.4,148.7,13.6,1.0,166.4,38.9,127.5
Jun-2020,585.5,413.9,142.2,13.2,0.9,157.5,36.1,121.5
Sep-2020,616.9,442.6,153.6,13.9,1.0,159.4,41.8,117.6
Dec-2020,675.2,499.3,143.3,14.0,0.8,160.9,35.0,125.9
Mar-2021,719.6,512.9,171.8,15.6,1.1,190.1,50.0,140.1
Jun-2021,799.3,560.2,204.6,16.3,1.9,221.0,54.9,166.1
Sep-2021,875.1,645.8,201.2,19.8,1.7,207.9,55.5,152.4
Dec-2021,959.4,711.8,216.9,21.9,1.6,224.2,51.3,172.9
Mar-2022,1074.1,787.5,247.5,25.8,1.7,259.0,64.5,194.5
Jun-2022,1125.9,864.3,237.8,28.5,2.0,231.1,56.2,174.9
