,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2313.2,464.1,1781.9,11.0,693.8,1080.3,276.9,803.4
Mar-2020,2402.6,518.2,1877.4,12.2,770.0,1097.4,282.2,815.1
Jun-2020,2385.4,363.9,2006.6,9.9,871.5,1125.5,284.7,840.8
Sep-2020,2584.5,438.3,2134.4,11.3,924.1,1200.0,305.6,894.4
Dec-2020,2776.5,426.9,2279.4,14.1,945.5,1331.4,340.1,991.4
Mar-2021,2828.1,500.6,2312.1,15.4,951.3,1349.6,354.0,995.7
Jun-2021,2714.9,387.5,2292.6,11.4,982.2,1300.1,329.0,971.2
Sep-2021,2833.3,427.0,2329.1,12.7,979.4,1339.8,345.8,994.0
Dec-2021,2871.8,437.9,2341.3,13.9,953.3,1377.7,348.8,1028.9
Mar-2022,2678.4,519.9,2220.0,15.8,920.8,1291.8,331.5,960.3
Jun-2022,2509.3,530.6,2030.9,12.9,941.6,1081.8,279.8,802.0
