,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,421.0,388.9,4.7,17.8,8.7,5.5,-0.4,5.9
Mar-2020,416.7,871.9,-497.4,18.9,8.6,-482.6,-116.6,-366.0
Jun-2020,279.3,244.6,-11.3,17.8,6.0,11.0,0.2,10.8
Sep-2020,339.3,364.8,-41.9,18.3,3.0,-46.8,-12.9,-33.9
Dec-2020,344.9,320.9,-1.3,18.5,1.3,4.3,-0.4,4.7
Mar-2021,405.6,385.2,-4.7,18.5,1.1,0.8,7.7,-6.8
Jun-2021,435.8,341.3,72.4,18.7,1.2,74.6,18.8,55.8
Sep-2021,542.9,375.6,141.9,18.1,1.1,148.0,35.0,113.0
Dec-2021,612.0,441.3,156.0,21.1,4.2,145.5,37.0,108.5
Mar-2022,690.5,516.2,156.9,21.4,1.0,151.9,38.6,113.2
Jun-2022,743.3,537.9,184.0,21.0,4.0,180.3,46.8,133.6
