,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,266.7,235.8,25.5,4.7,0.6,25.7,4.0,21.7
Mar-2020,254.2,220.0,24.1,4.7,0.6,19.1,4.8,14.2
Jun-2020,96.0,105.7,-14.2,4.8,0.6,-15.1,-3.8,-11.3
Sep-2020,212.1,198.2,10.2,4.8,0.6,8.6,2.5,6.1
Dec-2020,292.9,254.1,35.4,4.8,0.6,33.5,8.4,25.1
Mar-2021,504.2,429.3,70.0,4.7,0.6,69.7,18.3,51.4
Jun-2021,338.1,303.8,29.9,4.7,0.5,29.2,7.6,21.6
Sep-2021,468.6,425.5,37.1,4.7,0.5,37.8,11.2,26.7
Dec-2021,522.1,470.2,47.4,4.6,0.5,76.8,12.7,64.1
Mar-2022,746.1,669.5,69.8,5.9,0.7,70.1,18.0,52.1
Jun-2022,671.2,611.6,55.3,5.6,0.6,53.5,12.9,40.6
