,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,2504.0,2024.0,478.0,228.0,64.0,188.0,43.0,145.0
Mar-2020,2023.0,1902.0,129.0,240.0,72.0,-201.0,-75.0,-126.0
Jun-2020,2691.0,2107.0,544.0,234.0,83.0,267.0,118.0,149.0
Sep-2020,3184.0,2695.0,467.0,237.0,76.0,176.0,72.0,104.0
Dec-2020,2953.0,2458.0,463.0,245.0,75.0,175.0,76.0,99.0
Mar-2021,2630.0,2482.0,146.0,261.0,73.0,-184.0,-52.0,-132.0
Jun-2021,3972.0,3281.0,670.0,253.0,93.0,336.0,66.0,270.0
Sep-2021,4170.0,3642.0,496.0,257.0,91.0,180.0,34.0,146.0
Dec-2021,4031.0,3600.0,425.0,259.0,95.0,71.0,14.0,57.0
Mar-2022,4907.0,3875.0,466.0,275.0,98.0,674.0,-29.0,703.0
Jun-2022,5033.0,4100.0,896.0,268.0,99.0,543.0,64.0,479.0
