,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,128.7,37.8,77.3,7.0,1.7,82.2,13.1,69.1
Mar-2020,131.2,46.4,71.4,4.9,1.9,78.1,25.2,52.9
Jun-2020,91.4,19.6,49.7,6.5,1.4,63.8,12.4,51.4
Sep-2020,78.1,28.6,35.6,6.6,2.2,40.6,8.2,32.5
Dec-2020,100.7,29.6,52.9,6.4,1.8,62.9,13.9,48.9
Mar-2021,85.5,27.5,47.6,6.2,2.8,49.0,9.3,39.7
Jun-2021,85.7,26.8,45.8,6.5,1.9,50.4,8.1,42.3
Sep-2021,90.5,30.5,50.3,7.1,2.3,50.7,6.7,44.0
Dec-2021,103.0,32.3,61.0,6.7,2.5,61.4,12.0,49.4
Mar-2022,103.0,28.5,62.6,8.0,2.5,64.0,10.5,53.6
Jun-2022,110.8,36.5,66.5,7.7,3.2,63.4,9.7,53.7
