,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,219.4,140.1,76.8,9.5,1.1,68.7,12.1,56.6
Mar-2020,200.9,148.7,49.3,9.2,1.3,37.3,11.9,57.9
Jun-2020,219.3,139.1,77.6,9.9,3.5,119.7,33.6,86.1
Sep-2020,270.2,181.3,81.4,9.8,3.3,75.7,20.9,54.8
Dec-2020,179.9,140.6,30.7,10.5,3.9,24.9,8.0,16.9
Mar-2021,194.8,142.4,37.3,10.6,6.6,35.2,8.6,26.6
Jun-2021,250.1,200.0,40.3,11.7,7.0,31.5,6.3,25.1
Sep-2021,295.0,221.9,63.9,13.1,7.8,61.0,17.4,43.6
Dec-2021,289.6,220.1,56.5,14.6,6.6,48.3,11.6,36.8
Mar-2022,83.2,74.4,-1.5,10.3,1.7,-3.3,-0.4,35.5
Jun-2022,73.5,56.3,4.5,10.4,2.7,4.1,0.2,108.1
