,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,437.5,373.2,69.0,10.8,4.3,49.2,12.7,36.5
Mar-2020,435.4,362.5,71.5,10.0,3.6,59.3,13.6,45.8
Jun-2020,362.0,302.7,57.1,10.3,3.2,45.9,11.7,34.2
Sep-2020,488.1,397.7,91.8,10.7,1.9,77.8,20.0,57.8
Dec-2020,456.1,381.9,72.5,10.8,1.3,62.2,15.8,46.5
Mar-2021,528.6,455.1,71.7,18.1,2.0,53.4,14.0,39.4
Jun-2021,560.6,496.8,58.1,10.9,1.9,51.0,12.9,38.1
Sep-2021,630.3,578.7,45.9,10.8,2.3,38.6,9.9,28.7
Dec-2021,661.3,615.6,40.8,10.9,1.6,33.2,8.8,24.4
Mar-2022,775.1,703.8,89.0,11.2,2.0,58.2,15.6,42.6
Jun-2022,852.3,776.6,79.6,11.8,2.6,61.2,15.7,45.5
