,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,218.0,141.0,66.0,0.0,0.0,77.0,19.0,58.0
Mar-2020,168.0,105.0,49.0,2.0,0.0,59.0,14.0,45.0
Jun-2020,50.0,48.0,-8.0,1.0,0.0,1.0,0.0,1.0
Sep-2020,120.0,83.0,29.0,2.0,0.0,35.0,8.0,27.0
Dec-2020,134.0,89.0,35.0,1.0,0.0,44.0,9.0,35.0
Mar-2021,220.0,152.0,60.0,1.0,0.0,67.0,18.0,49.0
Jun-2021,113.0,104.0,0.0,1.0,0.0,8.0,1.0,7.0
Sep-2021,149.0,105.0,35.0,2.0,0.0,42.0,10.0,32.0
Dec-2021,154.0,114.0,32.0,1.0,1.0,38.0,9.0,29.0
Mar-2022,263.0,203.0,48.0,2.0,0.0,58.0,15.0,43.0
Jun-2022,216.0,181.0,27.0,2.0,0.0,33.0,8.0,25.0
