,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1140.1,937.7,192.7,82.2,23.4,48.0,6.1,41.9
Mar-2020,997.3,845.3,145.2,81.5,27.8,42.7,3.1,39.6
Jun-2020,713.4,594.6,113.3,82.4,23.1,13.2,3.1,10.1
Sep-2020,1174.6,947.6,223.8,83.1,12.3,131.6,31.3,100.2
Dec-2020,1294.9,1051.8,238.1,83.0,13.2,204.0,44.2,159.8
Mar-2021,1352.6,1114.4,235.6,88.0,23.4,96.4,20.8,75.6
Jun-2021,1479.9,1097.4,379.6,87.4,25.0,270.0,66.5,203.5
Sep-2021,1672.7,1259.8,402.8,86.7,19.9,306.3,77.5,228.8
Dec-2021,1961.1,1554.8,402.9,77.5,22.4,281.2,72.1,209.1
Mar-2022,1853.1,1519.6,327.6,81.0,18.5,234.1,60.5,173.6
Jun-2022,1671.7,1412.9,254.2,76.0,18.0,164.8,41.0,123.8
