,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,296.8,242.5,47.9,6.6,2.9,44.9,5.2,39.6
Mar-2020,264.0,211.3,46.3,6.5,3.5,16.7,4.9,11.8
Jun-2020,90.6,95.2,-7.8,5.5,3.4,-13.5,-4.0,-9.5
Sep-2020,319.0,253.7,58.0,6.2,3.5,55.6,12.4,43.2
Dec-2020,377.4,294.2,72.1,6.2,3.5,73.5,18.1,55.4
Mar-2021,361.4,288.5,58.3,6.2,1.1,65.6,16.8,48.8
Jun-2021,218.1,177.2,31.9,6.2,3.2,31.6,7.0,24.6
Sep-2021,364.4,282.4,72.3,6.6,2.2,31.9,20.3,11.6
Dec-2021,357.0,298.1,53.1,6.5,2.0,50.5,12.6,37.8
Mar-2022,361.4,300.9,55.3,7.2,2.3,51.0,12.6,38.4
Jun-2022,349.9,285.1,51.5,7.0,3.2,54.5,13.8,40.7
