,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,581.7,392.3,138.3,22.5,0.8,165.8,57.5,108.3
Mar-2020,614.8,454.8,105.8,24.9,2.9,129.6,41.1,88.5
Jun-2020,574.0,387.4,173.4,26.9,1.2,158.5,42.8,115.7
Sep-2020,762.8,425.7,250.8,27.2,1.4,308.5,83.3,225.2
Dec-2020,736.1,487.6,245.6,27.9,2.2,218.3,38.4,179.9
Mar-2021,749.4,501.0,247.1,29.5,2.2,216.8,62.0,154.8
Jun-2021,773.7,509.7,233.0,29.8,1.2,233.1,39.6,193.5
Sep-2021,876.1,590.9,232.8,30.4,0.1,254.8,57.9,196.8
Dec-2021,836.5,570.7,237.9,30.7,0.7,234.4,39.6,194.7
Mar-2022,794.0,578.5,187.2,30.1,7.2,178.3,43.5,134.8
Jun-2022,885.7,664.0,186.3,30.8,0.6,190.3,40.0,150.4
