,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,396.7,342.6,53.3,13.3,8.9,31.9,7.6,24.3
Mar-2020,435.9,373.1,57.6,14.4,8.2,40.2,11.9,28.3
Jun-2020,307.7,270.9,31.6,14.0,6.8,16.0,4.7,11.3
Sep-2020,461.9,378.4,80.3,15.2,5.4,63.0,16.4,46.6
Dec-2020,553.6,446.1,102.9,15.1,3.5,89.0,22.2,66.8
Mar-2021,765.8,614.6,146.8,15.1,5.0,131.2,34.0,97.2
Jun-2021,332.8,289.3,41.3,15.9,2.7,24.8,7.1,17.8
Sep-2021,762.5,638.3,122.7,16.9,3.7,103.6,27.5,76.1
Dec-2021,665.7,552.9,111.1,17.6,3.4,91.8,24.5,67.3
Mar-2022,901.3,760.7,140.5,19.9,4.0,116.7,28.4,88.2
Jun-2022,605.3,560.2,43.9,19.7,3.4,22.1,6.0,16.0
