,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,51.0,39.0,-1.0,2.0,1.0,9.0,1.0,8.0
Mar-2020,119.0,32.0,3.0,2.0,1.0,84.0,12.0,72.0
Jun-2020,45.0,32.0,4.0,2.0,2.0,9.0,3.0,6.0
Sep-2020,42.0,30.0,5.0,2.0,3.0,7.0,2.0,5.0
Dec-2020,47.0,28.0,10.0,4.0,2.0,13.0,4.0,9.0
Mar-2021,55.0,43.0,-4.0,3.0,4.0,5.0,0.0,5.0
Jun-2021,42.0,29.0,5.0,1.0,2.0,10.0,0.0,10.0
Sep-2021,144.0,29.0,5.0,2.0,1.0,82.0,15.0,67.0
Dec-2021,36.0,28.0,5.0,1.0,0.0,7.0,-3.0,10.0
Mar-2022,127.0,28.0,6.0,2.0,1.0,96.0,0.0,96.0
Jun-2022,40.0,29.0,4.0,1.0,1.0,9.0,0.0,9.0
