,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1525.7,1237.7,215.8,29.6,4.7,237.8,51.5,186.2
Mar-2020,1142.6,986.2,66.7,30.8,4.9,117.0,-1.3,118.3
Jun-2020,600.4,495.3,2.9,30.3,4.3,70.5,17.9,52.6
Sep-2020,1218.2,992.8,167.4,32.7,4.0,188.7,43.1,145.6
Dec-2020,1522.8,1182.6,241.7,32.0,4.6,303.6,69.5,234.1
Mar-2021,1358.1,1079.0,167.5,30.6,3.3,245.2,59.5,185.7
Jun-2021,1239.4,1035.7,148.8,30.9,1.8,303.4,66.8,236.6
Sep-2021,1796.8,1468.2,259.2,33.5,2.2,292.9,73.0,219.9
Dec-2021,1821.5,1464.5,270.5,34.9,2.7,319.5,78.5,241.0
Mar-2022,1570.2,1286.9,206.6,34.7,4.8,243.7,54.5,189.2
Jun-2022,1786.8,1472.8,213.8,33.6,1.9,264.1,65.2,198.8
