,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,3187.3,2876.6,302.5,104.6,139.5,91.2,35.1,56.1
Mar-2020,2914.6,2662.5,241.5,99.4,142.9,-38.2,-16.3,-22.0
Jun-2020,1271.2,1183.9,77.6,95.1,131.0,-124.8,-38.3,-86.5
Sep-2020,3167.0,2803.7,352.3,95.3,124.1,168.6,70.8,97.8
Dec-2020,3461.5,3007.4,444.6,92.8,117.2,250.8,99.2,151.7
Mar-2021,3821.7,3288.3,521.4,90.2,91.5,405.8,140.9,264.9
Jun-2021,3850.9,3261.4,579.8,90.7,81.1,417.6,146.2,271.4
Sep-2021,4829.5,4104.4,710.6,89.2,78.7,557.2,194.6,362.6
Dec-2021,5380.8,4629.2,739.2,89.6,88.6,573.4,201.6,371.8
Mar-2022,6304.4,5526.1,761.1,88.1,68.4,621.8,-46.7,668.6
Jun-2022,5352.8,4813.1,523.3,89.1,67.3,383.2,96.4,286.7
