,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,418.9,352.7,62.2,16.6,0.0,49.6,9.3,40.3
Mar-2020,387.4,296.3,69.2,16.2,0.3,74.6,12.2,62.4
Jun-2020,253.4,228.7,9.4,14.1,0.0,10.6,0.1,10.5
Sep-2020,438.0,353.9,76.4,15.3,0.0,68.7,18.5,50.2
Dec-2020,503.3,402.9,91.6,15.8,0.1,84.6,18.8,65.7
Mar-2021,520.0,411.8,97.6,16.2,0.2,80.6,23.1,57.5
Jun-2021,485.1,388.0,81.8,16.0,0.0,81.1,18.1,63.0
Sep-2021,565.4,463.1,95.1,16.7,0.0,85.5,22.6,63.0
Dec-2021,605.2,500.9,100.9,16.2,0.1,88.0,21.4,66.6
Mar-2022,601.5,493.6,91.8,16.1,0.9,90.9,29.0,61.9
Jun-2022,619.2,504.2,102.4,16.8,2.4,95.7,22.9,72.8
