,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,1052.7,731.2,321.1,34.3,6.9,280.2,49.0,231.2
Mar-2020,1179.6,752.3,296.3,36.4,7.0,373.9,59.6,314.3
Jun-2020,1258.6,835.1,423.4,35.8,6.1,381.6,62.9,318.6
Sep-2020,1402.8,943.9,456.1,36.7,2.3,419.9,71.7,348.3
Dec-2020,1238.5,864.0,371.8,38.2,2.2,334.0,56.7,277.4
Mar-2021,1161.3,836.2,321.0,41.8,2.1,281.0,49.9,231.1
Jun-2021,1271.4,992.7,277.0,43.5,2.0,233.2,40.5,192.7
Sep-2021,1191.5,952.8,237.0,44.5,4.4,189.7,33.4,156.4
Dec-2021,1234.2,950.1,282.7,45.3,4.3,234.5,40.9,193.6
Mar-2022,1315.9,1013.0,291.3,45.9,5.9,251.0,-0.3,251.4
Jun-2022,1161.0,1033.7,126.6,46.1,8.7,72.5,0.0,72.5
