,Total Revenue Qtr cr,Operating Expenses Qtr Cr,Operating Profit Qtr Cr,Depreciation Qtr Cr,Interest Qtr Cr,Profit Before Tax Qtr Cr,Tax Qtr Cr,Net Profit Qtr Cr
Dec-2019,336.1,261.1,67.9,24.8,9.9,40.3,-14.7,55.0
Mar-2020,228.3,224.0,-4.8,31.3,9.5,-36.5,-12.7,-23.8
Jun-2020,49.0,75.1,-42.7,25.2,9.1,-60.4,-15.1,-45.3
Sep-2020,153.5,160.4,-16.3,22.4,8.9,-38.1,-10.5,-27.6
Dec-2020,242.8,199.4,38.5,19.4,7.0,16.9,4.3,12.7
Mar-2021,239.2,198.2,22.9,24.9,11.4,4.7,0.8,3.9
Jun-2021,96.8,117.2,-23.4,20.6,8.0,-49.0,-13.0,-36.1
Sep-2021,254.2,209.1,30.2,22.1,8.9,14.1,3.0,11.1
Dec-2021,333.2,265.5,63.0,22.9,9.5,35.3,10.3,25.1
Mar-2022,246.6,214.7,19.8,28.7,10.8,-7.6,-1.8,-5.8
Jun-2022,283.0,245.1,31.3,25.7,9.7,2.6,0.2,2.4
