Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,157.8,109,121.6,127.9,121.7,85,81.2,79.1,67,54.8,52.2
Operating Expenses Qtr Cr,50.4,33.6,34.1,34,30.9,27.7,22.7,27.6,20.7,26.4,32.3
Operating Profit Qtr Cr,61.4,66.8,79.7,77.9,57.8,51.7,46.1,42.6,31.5,18.9,9.5
Operating Profit Margin Qtr %,54.92%,66.55%,70.01%,69.59%,65.13%,65.15%,67.00%,60.66%,60.37%,41.78%,22.70%
Depreciation Qtr Cr,3.5,3.2,2.8,2.7,1.4,1.4,2.1,2,1.8,2.4,2.2
Interest Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Profit Before Tax Qtr Cr,103.9,72.2,84.6,91.2,89.4,55.9,56.5,49.5,44.4,26,17.7
Tax Qtr Cr,14.8,13.7,20.9,22.8,16.3,14,13.5,11.5,7.4,5,3.6
Net Profit Qtr Cr,89.1,58.5,63.8,68.4,73.1,42,43,38.1,37,21,14.1
Basic EPS Qtr Rs,8.5,5.6,6.1,6.5,7,4,4.1,3.6,3.5,2,1.4
