Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,39202.7,34130.1,29837.1,29273,26802.2,28239.8,25268.6,26023.3,24021,28278.8,24022.6
Operating Expenses Qtr Cr,29267.5,22784.5,19802.9,21104.7,18599.6,20059,17142.2,17493.7,15708.4,19929.1,16520
Operating Profit Qtr Cr,9082.3,10120.6,9061.9,7224.4,7438.9,6507.8,7367.1,7183.4,7745,7317.8,6976.4
Operating Profit Margin Qtr %,23.68%,30.76%,31.39%,25.50%,28.57%,24.50%,30.06%,29.11%,33.02%,26.86%,29.69%
Depreciation Qtr Cr,2911.4,2945.9,2891.4,2721.5,2675.4,2797.2,2555.4,2529.4,2529.7,2128.9,2319.8
Interest Qtr Cr,1933.1,1912.2,1733.8,1716.3,1988.5,1594.3,2009.4,1772.8,2082.5,1836.9,1760.8
Profit Before Tax Qtr Cr,5007.8,6627.3,5351.9,4172.4,4326.1,3496.8,4484,3666.9,3700.3,6236.1,5020.2
Tax Qtr Cr,1331.4,1005.4,1220,960.5,1180.5,-982.4,1168.6,509,1230.2,4983.6,2025.1
Net Profit Qtr Cr,3676.4,5621.9,4132,3211.9,3145.6,4479.2,3315.3,3504.8,2470.2,1252.4,2995.1
Basic EPS Qtr Rs,3.8,5.8,4.3,3.3,3.2,4.6,3.4,3.5,2.5,1.3,3
