Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1073.6,1044,1035,991.4,922.6,996.7,1003.5,861.2,751,799.5,762.4
Operating Expenses Qtr Cr,445.6,416.7,450.2,437,400.2,377.1,355.1,305.3,291.9,309.2,310.8
Operating Profit Qtr Cr,135,135.8,90.6,46.8,60.8,71.5,128.7,156,112.4,114.8,72.8
Operating Profit Margin Qtr %,14.35%,15.15%,10.06%,5.55%,7.43%,8.73%,15.02%,19.56%,15.58%,15.81%,10.75%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,359.8,343.4,360.1,359.7,357.9,369.8,373.4,336.3,317,301.9,293.1
Profit Before Tax Qtr Cr,126.6,160.7,146.3,56.8,14.2,152.9,149,135.8,73.7,58.4,117.9
Tax Qtr Cr,29.6,41.2,38.2,15.6,2.3,40,38.3,32.8,16,15.4,23.9
Net Profit Qtr Cr,97,119.5,108.1,41.2,11.9,112.9,110.7,103,57.7,43,94.1
Basic EPS Qtr Rs,0.8,1,0.9,0.4,0.1,1,1,1,0.6,0.4,0.9
