Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,12869.4,13859.3,11978.5,13280.4,10415.2,11083,8739.4,7870.8,6280.8,5930.3,6640.3
Operating Expenses Qtr Cr,9537.7,11004.3,8787.3,8742.3,5860.9,5546.2,4829.7,5424.5,4452.5,4368.1,5288.2
Operating Profit Qtr Cr,3310.8,2826.6,3167.5,4518.9,4523.7,4883.6,3908.3,2434.8,1828.3,1562.2,1352.1
Operating Profit Margin Qtr %,25.77%,20.44%,26.50%,34.08%,43.56%,46.82%,44.73%,30.98%,29.11%,26.34%,20.36%
Depreciation Qtr Cr,539.5,550.5,563.4,562.3,556,547.5,566.4,568,561.6,567.5,570.2
Interest Qtr Cr,257.9,295.1,325.3,350.1,444.3,500.3,528.6,553.6,604,622.5,634.3
Profit Before Tax Qtr Cr,8338.9,1685.7,2302.6,3625.7,3554.1,4488.9,2642.9,1324.7,662.7,372.1,147.6
Tax Qtr Cr,1715.8,488,588.9,914.4,893.4,1062.9,417.3,326.7,158,90.4,50.7
Net Profit Qtr Cr,6623.1,1197.7,1713.6,2711.3,2660.7,3426,2225.6,998,504.7,281.7,96.9
Basic EPS Qtr Rs,65.5,11.7,16.8,26.6,26.1,33.6,21.8,9.8,5,2.8,0.9
