Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1757.3,1744.3,1709.4,1745.6,1798.3,1777.8,1853.3,1865.5,1781.8,1900.4,1802.4
Operating Expenses Qtr Cr,86.1,69.3,93.4,96.7,97.6,155.6,67.9,64.3,63.9,144.9,75
Operating Profit Qtr Cr,1664.3,2125.7,1395.5,1639.6,1682,1905.7,1783.8,1804.8,1463,1724.2,1551.8
Operating Profit Margin Qtr %,95.14%,123.09%,82.09%,94.39%,93.95%,108.32%,96.67%,97.20%,82.47%,91.30%,86.52%
Depreciation Qtr Cr,2.8,3.3,1.6,1.5,1.5,1.9,1.6,2.3,1.2,1.5,1.5
Interest Qtr Cr,1116.8,1096.5,1141.3,1150,1144.7,1158.4,1205.4,1202.2,1198.8,1189.3,1205
Profit Before Tax Qtr Cr,552.8,1043.2,262.1,496.7,543.9,763.9,584.9,609,270.9,545.4,354.1
Tax Qtr Cr,141,296.3,67.5,126.3,139.2,237.6,193.4,151.7,67.5,104.4,148.2
Net Profit Qtr Cr,411.8,746.9,194.6,370.4,404.6,526.3,391.5,457.3,203.4,441,205.9
Basic EPS Qtr Rs,2.1,3.7,1,1.9,2,2.6,2,2.3,1,2.2,1
