Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1790.4,2146.3,1984.5,1857.4,1642.3,2002.3,2120.7,1616.9,1125.3,1765.6,1894.3
Operating Expenses Qtr Cr,1423.8,1564.2,1432.5,1376.5,1192,1278.7,1410.9,1235.7,990.2,1772.9,1347.9
Operating Profit Qtr Cr,239.4,549,532.4,447.1,417.4,541.9,678.3,344.8,122.3,-48.3,505
Operating Profit Margin Qtr %,14.40%,25.98%,27.09%,24.52%,25.93%,29.77%,32.47%,21.81%,10.99%,-2.80%,27.25%
Depreciation Qtr Cr,41.7,29.1,25.3,27.9,28.3,31,32.9,37.1,44.7,51.7,42.4
Interest Qtr Cr,7.7,37.1,1.2,1.3,0.8,47.8,1.2,2.1,1.5,83.7,18.4
Profit Before Tax Qtr Cr,302.3,421.8,510,437.7,417.5,615.3,675.7,244.9,88.8,-256.4,485.6
Tax Qtr Cr,53.4,100.1,131.1,111.4,105.6,177.8,206.3,73,24.6,39.3,151.7
Net Profit Qtr Cr,248.9,321.7,379,326.3,311.9,437.4,469.4,171.9,64.3,-295.7,333.9
Basic EPS Qtr Rs,2.6,3.4,4,3.4,3.2,4.5,4.9,1.8,0.7,-3.1,3.5
