Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,4465.1,4026.3,3810.7,3681.5,3257.8,3685.4,3441.2,2940.6,1787.7,2433.3,2762.2
Operating Expenses Qtr Cr,4007.4,3612,3446.7,3273.5,2886.4,3069,2686.3,2361.9,1581.9,2080.2,2396.5
Operating Profit Qtr Cr,428.8,376.1,345,376.2,333.6,560.6,731.6,548.3,190.5,349.8,357.1
Operating Profit Margin Qtr %,9.67%,9.43%,9.10%,10.31%,10.36%,15.45%,21.41%,18.84%,10.75%,14.39%,12.97%
Depreciation Qtr Cr,215.5,233.8,202.7,195.1,192.4,190.7,176.9,174.3,171.4,173.9,152.8
Interest Qtr Cr,105.8,108.1,95.1,89.6,89.3,85.5,89.3,101.8,102.8,74.1,54.9
Profit Before Tax Qtr Cr,136.4,72.5,66.3,122.7,88.9,339.6,483.1,297.7,-68.4,105.2,158
Tax Qtr Cr,32,18.2,17.1,33.1,21,114.8,147.7,81.5,-14.8,-23.2,27.3
Net Profit Qtr Cr,104.3,54.3,49.2,89.7,67.9,224.8,335.4,216.2,-53.6,128.3,130.7
Basic EPS Qtr Rs,1.6,0.8,0.8,1.4,1.1,3.5,5.3,3.6,-0.9,2.2,2.3
