Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,680.3,676.7,601.9,534,468.8,414,311.8,319.9,244.1,199.1,182.5
Operating Expenses Qtr Cr,412.2,380.9,358.9,331.4,287.8,255.6,194.6,189.6,160.6,128.4,90.9
Operating Profit Qtr Cr,249.5,281,230.3,187.9,168,143.4,106.4,109.6,56.5,51.3,44.2
Operating Profit Margin Qtr %,37.52%,42.30%,38.89%,35.95%,36.63%,35.47%,35.06%,35.76%,23.94%,27.12%,25.19%
Depreciation Qtr Cr,6.2,5,4.6,4.3,3.8,3.7,4.5,4.4,4.8,4.8,4.9
Interest Qtr Cr,19.8,18,17.8,17.9,16.4,10.8,5.6,14.7,8.6,10.4,10.4
Profit Before Tax Qtr Cr,238.8,270.5,217.7,177,157.9,138.5,104.6,103.9,51.1,46.1,35.7
Tax Qtr Cr,60.5,68.2,55.4,44.5,40,38.8,31.4,24.7,12.9,11.1,8.7
Net Profit Qtr Cr,178.3,202.3,162.3,132.5,117.9,99.7,73.3,79.2,38.2,35.1,27
Basic EPS Qtr Rs,21.5,24.4,19.6,16.1,14.4,12.2,9,11,5.3,4.9,3.8
