Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1214.9,1619.3,1024.6,1112.8,981.1,1262.9,1085,618.2,570.4,767.1,706.1
Operating Expenses Qtr Cr,1063.9,1329.9,763.4,781.5,756.2,839.3,720.2,441,473.8,662,561
Operating Profit Qtr Cr,125.9,264.7,241.9,301.5,209.5,410.1,346.7,144.8,88.2,104.1,138.4
Operating Profit Margin Qtr %,10.58%,16.60%,24.06%,27.84%,21.69%,32.82%,32.49%,24.71%,15.70%,13.58%,19.79%
Depreciation Qtr Cr,21.3,21.6,21.2,20.6,20.1,19.7,19.9,19.3,18.8,18.9,18.8
Interest Qtr Cr,11.3,8.1,0.8,0.4,4.8,1.8,1.8,0.8,3.3,9,1.8
Profit Before Tax Qtr Cr,118.3,635.9,239.2,310.3,200,402.1,343.2,157.1,74.5,77.1,124.6
Tax Qtr Cr,18.2,142.1,61.5,75.2,53.2,104.7,87.3,37.4,19.3,21.4,31.3
Net Profit Qtr Cr,100.1,493.8,177.8,235.1,146.8,297.3,255.9,119.7,55.1,55.7,93.3
Basic EPS Qtr Rs,1.6,8,2.9,3.8,2.4,4.8,20.6,9.7,4.4,4.5,7.5
