Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,566.8,586.5,661.8,623.3,418.4,597.6,388.1,383,246,286.4,304.7
Operating Expenses Qtr Cr,488.3,473,516,482.2,327,467.5,307.8,308.4,199,238.4,250.2
Operating Profit Qtr Cr,75.5,107.5,142,137.4,87.7,124.8,79.1,72.3,45.5,47.8,53.4
Operating Profit Margin Qtr %,13.40%,18.52%,21.58%,22.18%,21.15%,21.07%,20.45%,18.98%,18.62%,16.71%,17.57%
Depreciation Qtr Cr,4.6,4.5,4.7,4.3,4.1,4.8,3.4,3.3,3.4,3.4,3.2
Interest Qtr Cr,4.6,6.4,3.1,2.2,2.1,2,1.3,1.8,2.3,3,3.7
Profit Before Tax Qtr Cr,69.3,102.6,137.9,134.6,85.1,123.2,75.5,69.5,41.4,41.7,45.6
Tax Qtr Cr,17.8,28.1,34.5,33.9,20.3,30.9,19.7,17.8,9.9,11.1,12.2
Net Profit Qtr Cr,51.5,74.5,103.4,100.7,64.8,92.3,55.8,51.7,31.5,30.6,33.4
Basic EPS Qtr Rs,17.1,24.8,34.4,33.5,21.6,30.7,22.1,20.5,12.5,12.1,13.2
