Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,14881.6,15312.3,12579.5,11690.2,11693.3,14050,12092.2,10165,7669.7,10584.2,10145.8
Operating Expenses Qtr Cr,11786.1,12224.6,10249.1,8948.4,8304.9,10453.1,8886.1,7465.9,5418.5,8098.1,8195.7
Operating Profit Qtr Cr,2929.4,2942.9,2221.5,2600,3172,3512.4,2944.5,2552.7,1955.2,2262.3,1786
Operating Profit Margin Qtr %,19.91%,19.40%,17.81%,22.51%,27.64%,25.15%,24.89%,25.48%,26.52%,21.84%,17.89%
Depreciation Qtr Cr,628.2,637.4,608.9,612.7,597.7,630.9,602.2,612.7,588.6,609,613.7
Interest Qtr Cr,199.7,174.7,165,182.8,275.9,323.1,300.6,301.9,333.4,432.4,402.6
Profit Before Tax Qtr Cr,2267.7,2275.6,1556.4,1946.3,2514.8,2643,2303.3,1778,1171.8,1444.8,933.8
Tax Qtr Cr,713.6,-178.3,-75.1,646.2,833.7,865.5,753,569.3,366.3,-1461.5,290.7
Net Profit Qtr Cr,1554,2453.9,1631.5,1300.1,1681.1,1777.5,1550.3,1208.7,805.6,2906.3,643.1
Basic EPS Qtr Rs,53.9,85.1,56.6,45.1,58.3,61.6,53.8,41.9,27.9,100.8,22.3
