Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,509.9,463.8,389.8,377.4,345.5,324.2,276.1,222.5,117.1,216.1,195.6
Operating Expenses Qtr Cr,407.7,352.2,339,325.7,271.8,271.7,237.7,190.4,99,175.9,158.6
Operating Profit Qtr Cr,101.2,110.5,50,49.5,72.7,50.3,36.9,31.2,7.5,36.7,35.7
Operating Profit Margin Qtr %,19.88%,23.89%,12.84%,13.18%,21.09%,15.62%,13.44%,14.08%,7.02%,17.27%,18.37%
Depreciation Qtr Cr,13.4,16,10.5,10.4,10.2,9.8,8.8,8.8,8.8,9.2,7.9
Interest Qtr Cr,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3
Profit Before Tax Qtr Cr,88.5,95.2,40,41.1,63.2,42.6,29.5,23.1,9.1,30.7,28.7
Tax Qtr Cr,22.9,26.8,10.2,10.6,16.1,6.6,7.4,6.4,-2.7,8.3,8.1
Net Profit Qtr Cr,65.6,68.5,29.9,30.5,47.1,36,22.1,16.6,11.8,22.4,20.7
Basic EPS Qtr Rs,3.9,4.1,1.8,1.8,2.8,2.2,1.3,1,0.7,1.4,1.2
