Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3931.6,3447.9,3211.7,3300.9,2501.6,2962.4,2821.1,2768.2,1554.7,2071.9,2436.6
Operating Expenses Qtr Cr,3512.7,3059.6,2824,2876.7,2225.8,2526.5,2398.2,2361.4,1399.2,1784.9,2091.6
Operating Profit Qtr Cr,386.6,349,372.6,413.4,260.6,412.3,402.8,392,148.5,270.2,319.8
Operating Profit Margin Qtr %,9.92%,10.24%,11.66%,12.56%,10.48%,14.03%,14.38%,14.24%,9.59%,13.15%,13.26%
Depreciation Qtr Cr,109.1,106.5,104.1,101.2,100.9,97.4,95.2,95.3,91.4,93.9,92.5
Interest Qtr Cr,6.4,10.6,8.3,8.6,10.9,8.5,7.6,6.3,1.4,3.7,2.1
Profit Before Tax Qtr Cr,303.4,4964.9,275.2,314.5,163.9,330,320,305.2,62.7,189.5,228.6
Tax Qtr Cr,77,845.2,71.2,80.2,38.5,85.8,78.6,76.4,18.8,21.5,32.6
Net Profit Qtr Cr,226.3,4119.6,204.1,234.4,125.4,244.1,241.4,228.8,44,168,195.9
Basic EPS Qtr Rs,2.7,48.5,2.4,2.8,1.5,2.9,2.8,2.7,0.5,2,2.3
