Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,3160.6,2987.2,2820.8,2660.9,2363.5,2148.2,2085.3,1950.5,1949.4,2068.8,2000.1
Operating Expenses Qtr Cr,2463,2289.1,2157.9,2055.5,1827.1,1646.9,1555.8,1535.7,1586.8,1726.9,1659
Operating Profit Qtr Cr,658.1,608.3,592.1,530.7,464.6,462.4,467.9,390.3,322,323.6,306.3
Operating Profit Margin Qtr %,21.09%,20.99%,21.53%,20.52%,20.27%,21.92%,23.12%,20.26%,16.87%,15.78%,15.59%
Depreciation Qtr Cr,59.9,59.6,63.2,61,58.2,71.3,71.7,56.9,59.7,67.9,69.9
Interest Qtr Cr,12.2,12.1,12.7,12.5,12.9,11.4,12.7,13.2,13.1,12.8,13.3
Profit Before Tax Qtr Cr,625.5,626.4,587,531.9,465.3,418.6,445.1,344.7,289.8,261.2,257.9
Tax Qtr Cr,153.9,153.4,149.5,133.1,121.8,101.5,118.6,91,76.8,55.1,60.9
Net Profit Qtr Cr,471.6,473,437.5,398.8,343.5,317.1,326.5,253.7,213,206.1,197
Basic EPS Qtr Rs,28.6,28.7,26.5,24.2,20.9,19.2,19.8,15.4,12.9,12.5,12
