Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,490.3,578.5,509.7,405.3,431.9,536.5,489.8,598.4,556.7,549.6,552.5
Operating Expenses Qtr Cr,439.1,491.2,438.7,388,359.2,424.7,417.9,472.1,404,439,424.3
Operating Profit Qtr Cr,2.6,26.5,34.3,-23.2,23.5,66.9,38.2,87.9,116.7,43.4,77
Operating Profit Margin Qtr %,0.59%,5.12%,7.25%,-6.36%,6.14%,13.61%,8.38%,15.70%,22.41%,9.00%,15.36%
Depreciation Qtr Cr,28.6,28.1,27.6,26.5,26,25.4,26,26.4,25.7,24.6,25.3
Interest Qtr Cr,0.1,0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1
Profit Before Tax Qtr Cr,22.5,59.2,43.3,-9.3,46.5,86.3,45.8,99.8,126.9,108.5,157.8
Tax Qtr Cr,7.6,21.1,17.8,-2.7,17.4,18.6,12.8,4.8,42.1,14.9,37.1
Net Profit Qtr Cr,14.9,38.1,25.5,-6.6,29.1,67.7,33,95,84.8,102.2,120.7
Basic EPS Qtr Rs,0.1,0.3,0.2,-0.1,0.2,0.6,0.3,0.8,0.7,0.9,1
