Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,41560.3,41085.8,40651.6,38754.2,36771.5,38017.5,37522.9,36069.4,34453.3,35917.6,36039
Operating Expenses Qtr Cr,10501.8,10152.8,9851.1,9277.9,8160.4,9181.3,8574.8,8055.1,6911.5,8277.8,7896.8
Operating Profit Qtr Cr,8979.6,8720,8592.4,8406.5,8848.5,7938.9,7742.8,7721.3,8754,6926.2,6276.1
Operating Profit Margin Qtr %,25.53%,26.07%,26.46%,26.81%,29.03%,26.09%,25.74%,25.76%,28.82%,23.18%,21.37%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,15690.6,14576,14024.6,13669,13474,13303.4,13762.1,14200.6,14712.5,14681,15196.8
Profit Before Tax Qtr Cr,12180.1,13044.7,13782,11882.6,10306.2,10839.1,11771.9,10110.3,8937.8,9174.3,9901.9
Tax Qtr Cr,2984.1,2989.5,3439.8,3048.3,2576.6,2652.6,3013.6,2597.2,2279.1,2246.6,2485.4
Net Profit Qtr Cr,9196,10055.2,10342.2,8834.3,7729.6,8186.5,8758.3,7513.1,6658.6,6927.7,7416.5
Basic EPS Qtr Rs,16.6,18.1,18.7,16,14,14.9,15.9,13.7,12.1,12.6,13.5
