Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1765.6,1925.8,1532.5,1632.4,1268.9,1661.3,1346.7,1068.3,924.4,1173.9,1232.4
Operating Expenses Qtr Cr,1500.3,1692.6,1356.5,1393.4,1075.7,1411.9,1143.9,911.4,785.5,1001.6,1046.8
Operating Profit Qtr Cr,257.8,224.7,165.5,221.6,175.4,232.4,178.5,142.1,119.8,156.3,171.2
Operating Profit Margin Qtr %,14.66%,11.72%,10.87%,13.72%,14.02%,14.13%,13.50%,13.49%,13.23%,13.50%,14.06%
Depreciation Qtr Cr,26.9,32.1,33.5,32.8,31.5,30,28.2,27.2,27,32.4,32.6
Interest Qtr Cr,17.5,17,20.8,24.3,18,14.8,15.3,21.8,25.3,31.6,40.1
Profit Before Tax Qtr Cr,220.9,184.1,121.7,182,143.7,204.7,159.4,107.9,86.6,108.3,112.8
Tax Qtr Cr,54.3,45.9,40.7,46.6,50.4,75.3,56.2,38.6,26.5,32.2,35.6
Net Profit Qtr Cr,166.5,138.2,81,135.4,93.3,129.4,103.2,69.3,60.1,76.1,77.1
Basic EPS Qtr Rs,6.5,5.4,3.2,5.3,3.6,5,4,2.7,2.3,3,3
