Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1671.7,1853.1,1961.1,1672.7,1479.9,1352.6,1294.9,1174.6,713.4,997.3,1140.1
Operating Expenses Qtr Cr,1412.9,1519.6,1554.8,1259.8,1097.4,1114.4,1051.8,947.6,594.6,845.3,937.7
Operating Profit Qtr Cr,254.2,327.6,402.9,402.8,379.6,235.6,238.1,223.8,113.3,145.2,192.7
Operating Profit Margin Qtr %,15.25%,17.73%,20.58%,24.23%,25.70%,17.45%,18.46%,19.10%,16.00%,14.66%,17.05%
Depreciation Qtr Cr,76,81,77.5,86.7,87.4,88,83,83.1,82.4,81.5,82.2
Interest Qtr Cr,18,18.5,22.4,19.9,25,23.4,13.2,12.3,23.1,27.8,23.4
Profit Before Tax Qtr Cr,164.8,234.1,281.2,306.3,270,96.4,204,131.6,13.2,42.7,48
Tax Qtr Cr,41,60.5,72.1,77.5,66.5,20.8,44.2,31.3,3.1,3.1,6.1
Net Profit Qtr Cr,123.8,173.6,209.1,228.8,203.5,75.6,159.8,100.2,10.1,39.6,41.9
Basic EPS Qtr Rs,0.2,0.3,0.4,0.5,0.4,0.1,0.3,0.2,0,0.1,0.1
