Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1062.2,869.8,952.6,900.8,691,567,520.9,555.6,276.1,480.3,502.3
Operating Expenses Qtr Cr,880.5,776.4,811.5,737.9,630,523.6,475.8,440.9,278.4,407.5,424.1
Operating Profit Qtr Cr,168.3,72.8,126.6,150.5,34,23.9,27.9,95.9,-11,58.7,57.6
Operating Profit Margin Qtr %,16.05%,8.57%,13.50%,16.94%,5.13%,4.37%,5.54%,17.86%,-4.10%,12.59%,11.95%
Depreciation Qtr Cr,18.2,18.5,18.9,18.8,18.6,19.1,18.2,17.8,17.1,17.7,17.6
Interest Qtr Cr,105.2,98.8,98.8,87.5,78.8,65.8,61.8,58.3,51.6,53.4,52
Profit Before Tax Qtr Cr,58.3,-41.4,-25.7,59.2,-36.3,-41.5,-34.9,39.9,-71.1,1,8.7
Tax Qtr Cr,0,0,0,0,0,-0.1,0,0,0,-0.1,0
Net Profit Qtr Cr,58.3,-41.4,-25.7,59.2,-36.3,-41.5,-34.9,39.9,-71.1,1.1,8.7
Basic EPS Qtr Rs,1.7,-1.2,-0.8,1.8,-1.1,-1.2,-1,1.2,-2.1,0,0.3
