Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,8546,7587.9,695.2,228.3,212.2,562.2,842.6,842.6,455.6,399.6,1303.5
Operating Expenses Qtr Cr,8339.5,8189.6,104.8,104.6,103.7,213.7,109.5,104.8,109.8,223.8,693.7
Operating Profit Qtr Cr,144.3,-717.2,583.9,96.4,99.3,322,660.7,681.8,341.5,92.7,587.6
Operating Profit Margin Qtr %,1.69%,-9.53%,84.41%,49.34%,47.31%,58.62%,78.51%,82.37%,75.25%,26.29%,45.19%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Profit Before Tax Qtr Cr,147.9,-658.4,587.4,129.3,101.6,334.9,661.8,696.7,343.3,139.9,590.8
Tax Qtr Cr,29.5,-115.1,96.4,1.9,12.4,93.6,140.6,141.1,56.8,13.2,107.8
Net Profit Qtr Cr,118.5,-543.4,491,127.4,89.2,241.4,521.2,555.6,286.5,126.6,483
Basic EPS Qtr Rs,0.7,-3.3,3,0.8,0.5,1.5,3.2,3.4,1.7,0.8,2.9
