Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,294.1,239.8,151.7,685.3,650.8,641.9,629.3,597.3,549.7,602.8,584
Operating Expenses Qtr Cr,148.9,165.9,170.8,502.1,479,485.8,466.4,456.5,437.7,444.4,434
Operating Profit Qtr Cr,22.9,-0.6,-20.5,143.5,147.2,132.9,162,133.1,88.5,122.2,130.7
Operating Profit Margin Qtr %,13.35%,-0.37%,-13.61%,22.23%,23.50%,21.48%,25.78%,22.57%,16.82%,21.57%,23.14%
Depreciation Qtr Cr,16.7,12.6,9.9,44.8,46.1,45.8,49.3,44.9,47.3,52.1,43.2
Interest Qtr Cr,2.8,5.6,2.5,14.8,14,14.1,15.2,15.9,16.2,17.3,14.2
Profit Before Tax Qtr Cr,125.6,55.7,-31.5,127.8,111.7,96.1,98.4,80,48.5,89.1,92.6
Tax Qtr Cr,36,19.3,-10.7,29.9,33.6,31.7,25.9,41,17,19.3,23.9
Net Profit Qtr Cr,89.7,2140.4,114.9,97.9,78,64.3,72.5,39,31.5,84,73.4
Basic EPS Qtr Rs,21.4,503.5,55,46.9,37.4,30.8,34.8,18.7,15.1,40.3,35.2
